OPERADOR	LÍNEA	NIVEL DE TENSIÓN (kV)	LONGITUD (km)	CAPACIDAD TRANSPORTE NOMINAL (A)	CAPACIDAD TRANSPORTE TÉRMICO (A)	CAPACIDAD TRANSPORTE EMERGENCIA (A)	R1 (Ω/km)	X1 (Ω/km)	B1 (uS/km)	R0 (Ω/km)	X0 (Ω/km)	B0 (uS/km)	CLASE	CONDUCTOR TIPO	CONDUCTOR CALIBRE	FECHA DE ENTRADA	OBSERVACIONES	ACTIVO COMPARTIDO	ACUERDO
CELSIA COLOMBIA S.A. E.S.P.	CODAZZI (VALLE)  SANTA BARBARA (PALMIRA) 1 115 kV	115.0	6.90	800	900	900	0.0721	0.4484	3.7078	0.4193	1.3294	2.1642	Str		0.00	01/01/1986		No	
CELSIA COLOMBIA S.A. E.S.P.	CODAZZI (VALLE)  SANTA BARBARA (PALMIRA) 2 115 kV	115.0	6.90	800	900	900	0.0742	0.4513	3.7035	0.3388	1.2106	2.1194	Str		0.00	30/12/2022		No	
CELSIA COLOMBIA S.A. E.S.P.	COMUNEROS  MERILECTRICA 1 230 kV	230.0	1.70	896	896	896	0.0680	0.4750	3.9750	0.1860	1.3880	2.9200	Uso		0.00	24/01/1997		No	
CELSIA COLOMBIA S.A. E.S.P.	CUCUANA  MIROLINDO 1 115 kV	115.0	64.34	728	728	873.6	0.1000	0.4700	3.4300	0.3500	1.3000	1.6900	Str		0.00	29/07/2015		No	
CELSIA COLOMBIA S.A. E.S.P.	EL CARMELO  JUANCHITO 1 115 kV	115.0	7.90	300	530	360	0.0907	0.5209	3.4034	0.4934	1.5098	2.4736	Str		0.00	15/07/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	EL CARMELO  JUANCHITO 2 115 kV	115.0	7.90	400	530	480	0.0907	0.5209	3.4034	0.4934	1.5098	2.4736	Str		0.00	15/07/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	FLANDES  GUALANDAY 1 115 kV	115.0	26.40	725	761	896.1	0.1233	0.4996	3.3202	0.4791	1.3706	2.1315	Str		0.00	18/08/2015		No	
CELSIA COLOMBIA S.A. E.S.P.	FLANDES  LA GUACA 2 115 kV	115.0	57.81	757	908.4	935.65	0.1153	0.4708	3.5523	0.5412	1.3700	2.4466	Str		0.00	16/11/1990		No	
CELSIA COLOMBIA S.A. E.S.P.	FLANDES  LANCEROS 1 115 kV	115.0	17.33	530	640	530	0.2064	0.5311	3.1098	0.4823	1.5002	1.9568	Str		0.00	27/12/1999		No	
CELSIA COLOMBIA S.A. E.S.P.	FLANDES  NUEVA ESPINAL 2 115 kV	115.0	17.30	534	640	660	0.2065	0.5152	3.2295	0.4787	1.5341	1.9006	Str		0.00	15/12/2022		No	
CELSIA COLOMBIA S.A. E.S.P.	FLANDES  PRADO 1 115 kV	115.0	59.64	400	480	494.4	0.2065	0.5152	3.2295	0.4787	1.5341	1.9006	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	GUACHAL  PALMASECA 1 115 kV	115.0	10.05	900	900	900	0.0741	0.4553	3.6824	0.3443	1.4000	2.2180	Str		0.00	31/12/2012		No	
CELSIA COLOMBIA S.A. E.S.P.	GUACHAL  SANTA BARBARA (PALMIRA) 1 115 kV	115.0	21.10	800	900	900	0.0804	0.4981	3.3765	0.6076	2.3764	2.4141	Str		0.00	01/01/1990		No	
CELSIA COLOMBIA S.A. E.S.P.	GUACHAL  TERMOYUMBO 1 115 kV	115.0	5.00	800	900	900	0.0745	0.4552	3.7021	0.3419	1.3482	2.2627	Str		0.00	01/01/1990		No	
CELSIA COLOMBIA S.A. E.S.P.	GUACHAL  TERMOYUMBO 2 115 kV	115.0	5.00	800	900	900	0.0745	0.4552	3.7021	0.3419	1.3482	2.2627	Str		0.00	01/01/1990		No	
CELSIA COLOMBIA S.A. E.S.P.	GUACHAL TERMOVALLE 1 115 kV	115.0	1.87	1200	1200	1200	0.0453	0.4389	3.8170	0.2707	1.1203	2.2300	Str		0.00	01/01/1973		No	
CELSIA COLOMBIA S.A. E.S.P.	GUACHAL TERMOVALLE 2 115 kV	115.0	1.87	1200	1200	1200	0.0453	0.4389	3.8170	0.2707	1.1203	2.2300	Str		0.00	01/01/1997		No	
CELSIA COLOMBIA S.A. E.S.P.	JUANCHITO  JUANCHITO (EPSA) 1 115 kV	115.0	2.33	1500	1800	1800	0.0406	0.3219	5.1554	0.5078	1.5180	2.6397	Str		0.00	21/04/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	JUANCHITO  JUANCHITO (EPSA) 2 115 kV	115.0	2.33	1500	1800	1800	0.0406	0.3219	5.1554	0.5078	1.5180	2.6397	Str		0.00	01/01/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	JUANCHITO  PANCE 1 230 kV	230.0	22.91	1106	1106	1106	0.0634	0.4865	3.4715	0.5129	1.5324	2.3971	Uso		0.00	01/01/1987		No	
CELSIA COLOMBIA S.A. E.S.P.	JUANCHITO  SALVAJINA 1 230 kV	230.0	63.57	1106	1106	1106	0.0634	0.4865	3.4715	0.5129	1.5324	2.3971	Uso		0.00	01/01/1985		No	
CELSIA COLOMBIA S.A. E.S.P.	JUANCHITO  SAN LUIS 1 115 kV	115.0	6.63	800	900	900	0.0809	0.4596	3.7259	0.8017	2.1617	2.3181	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	JUANCHITO  SAN LUIS 2 115 kV	115.0	6.63	800	900	900	0.0809	0.4596	3.7259	0.8017	2.1617	2.3181	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	LA CAMPIÑA  TERMOYUMBO 1 115 kV	115.0	9.58	530	530	530	0.1906	0.4812	3.4408	0.7252	2.5118	2.2630	Str		0.00	01/01/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	LA UNION (VALLE)  ZARZAL 1 115 kV	115.0	18.05	530	530	530	0.1479	0.4787	3.5676	0.7411	2.3295	2.1953	Str		0.00	02/12/1999		No	
CELSIA COLOMBIA S.A. E.S.P.	LADERA  PANCE 1 115 kV	115.0	5.44	995	995	995	0.0702	0.4515	3.6851	0.4301	1.6831	2.1842	Str		0.00	25/11/2021		No	
CELSIA COLOMBIA S.A. E.S.P.	LADERA  SAN ANTONIO (CALI) 1 115 kV	115.0	7.48	995	995	995	0.0703	0.4517	3.6828	0.4311	1.6814	2.1809	Str		0.00	25/11/2021		No	
CELSIA COLOMBIA S.A. E.S.P.	MARIQUITA  SAN FELIPE 1 115 kV	115.0	10.21	530	636	655	0.2073	0.4982	3.3626	0.6332	1.3973	2.3556	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	MARIQUITA  VICTORIA (CALDAS) 1 115 kV	115.0	14.29	530	636	655	0.2073	0.4982	3.3626	0.6332	1.3973	2.3556	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	MIROLINDO  PAPAYO 1 115 kV	115.0	4.66	600	720	741.6	0.1233	0.4996	3.3202	0.4791	1.3706	2.1315	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	NATAGAIMA  PRADO 1 115 kV	115.0	28.34	534	640.8	660.02	0.2065	0.5152	3.2295	0.4787	1.5341	1.9006	Str		0.00	01/01/1992		No	
CELSIA COLOMBIA S.A. E.S.P.	NATAGAIMA  TULUNI 1 115 kV	115.0	47.37	534	640.8	660.02	0.2073	0.4982	3.3626	0.6332	1.3973	2.3556	Str		0.00	07/12/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	NORTE  NUEVA BARRANQUILLA 1 110 kV	110.0	4.70	900	900	900	0.0240	0.2095	4.7111	0.1245	0.1432	3.9781	Str		0.00	14/03/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	NORTE  NUEVA BARRANQUILLA 2 110 kV	110.0	4.70	900	900	900	0.0240	0.2095	4.7113	0.1245	0.1432	3.9810	Str		0.00	14/03/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	NUEVA CAJAMARCA (TOLIMA)  REGIVIT 1 115 kV	115.0	28.17	400	480	494.4	0.1144	0.5037	3.2707	0.3903	1.4728	2.0194	Str		0.00	20/12/2022		No	
CELSIA COLOMBIA S.A. E.S.P.	NUEVA ESPINAL  PRADO 2 115 kV	115.0	51.00	534	640	660	0.2065	0.5152	3.2295	0.4787	1.5341	1.9006	Str		0.00	15/12/2022		No	
CELSIA COLOMBIA S.A. E.S.P.	PAILON  MALAGA 1 115 kV	115.0	69.42	100	400	120	0.2073	0.5021	3.3210	0.4738	1.6199	1.7602	Str		0.00	01/01/1990		No	
CELSIA COLOMBIA S.A. E.S.P.	PALMASECA  SUCROMILES 1 115 kV	115.0	10.05	900	900	900	0.0741	0.4553	3.6824	0.3443	1.4000	2.2180	Str		0.00	31/12/2012		No	
CELSIA COLOMBIA S.A. E.S.P.	PANCE  PAPELCAUCA 1 115 kV	115.0	18.15	800	900	900	0.0802	0.4610	3.4736	0.7641	2.1679	2.2635	Str	ACSR	795	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	PANCE  SALVAJINA 1 230 kV	230.0	49.73	1106	1106	1106	0.0635	0.4866	3.4715	0.5129	1.5324	2.3971	Uso		0.00	01/01/1985		No	
CELSIA COLOMBIA S.A. E.S.P.	PANCE  SAN ANTONIO (CALI) 2 115 kV	115.0	12.20	800	900	900	0.0703	0.4523	3.6761	0.4312	1.6768	2.1723	Str	ACSR	795	01/01/1983		No	
CELSIA COLOMBIA S.A. E.S.P.	PANCE  YUMBO 1 230 kV	230.0	27.54	1000	1000	1000	0.0653	0.4853	3.4455	0.4838	1.6464	2.3859	Uso		0.00	01/01/1974		No	
CELSIA COLOMBIA S.A. E.S.P.	PRADO  TENAY 1 115 kV	115.0	89.00	400	530	440	0.1540	0.3976	0.0476	0.3438	1.3047	0.0286	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	SAHAGUN  TESORITO 1 500 kV	500.0	0.15	1040	1636	2100	0.0506	0.3078	5.3611	0.2010	0.9872	2.6877	Cnx		0.00	14/09/2022		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN ANDRES DE CUERQUIA  YARUMAL II 1 110 KV	110.0	45.30	535	646	721	0.1182	0.4806	3.4281	0.2921	1.8930	1.6141	Cnx		0.00	11/06/2020		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN LUIS  TERMOYUMBO 1 115 kV	115.0	8.96	800	900	900	0.0733	0.4597	3.7259	0.6461	1.6190	2.1993	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN LUIS  TERMOYUMBO 2 115 kV	115.0	8.96	800	900	900	0.0733	0.4597	3.7259	0.6461	1.6190	2.1993	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  BUGA 1 115 kV	115.0	36.83	530	530	530	0.1904	0.4878	3.4114	0.6478	2.6145	2.3059	Str		0.00	21/05/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  CODAZZI (VALLE) 1 115 kV	115.0	36.71	800	900	900	0.0656	0.3809	3.3765	0.6076	2.3764	2.4141	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  GUACHAL 1 115 kV	115.0	7.17	900	900	900	0.0741	0.4541	3.6861	0.3944	1.5443	2.1179	Str		0.00	01/01/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  GUACHAL 2 115 kV	115.0	7.17	900	900	900	0.0741	0.4541	3.6861	0.3944	1.5443	2.1179	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  TERMOYUMBO 1 115 kV	115.0	6.50	530	530	530	0.1712	0.4884	3.4114	0.4827	1.5540	2.1003	Str		0.00	20/05/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  TERMOYUMBO 2 115 kV	115.0	6.50	530	530	530	0.1712	0.4884	3.4114	0.4827	1.5540	2.1003	Str		0.00	20/05/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  VIJES 1 115 kV	115.0	13.44	530	530	530	0.1713	0.4923	3.3899	0.4798	1.3837	2.1102	Str		0.00	31/12/2021		No	
CELSIA COLOMBIA S.A. E.S.P.	SANTA BARBARA (PALMIRA)  SUCROMILES 1 115 kV	115.0	2.94	800	900	900	0.0741	0.4553	3.6824	0.3443	1.4000	2.2180	Str		0.00	01/01/1991		No	
CELSIA COLOMBIA S.A. E.S.P.	TABOR (BVENTURA)  PAILON 1 115 kV	115.0	8.50	507	540	630	0.1485	0.4818	3.4839	0.4375	1.2620	2.2492	Str		0.00	01/01/1983		No	
CELSIA COLOMBIA S.A. E.S.P.	TERMOYUMBO  YUMBO 1 115 kV	115.0	0.52	912	912	912	0.0723	0.4534	3.6730	0.3733	1.2358	2.1670	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	TERMOYUMBO  YUMBO 2 115 kV	115.0	0.52	912	912	912	0.0723	0.4534	3.6730	0.3733	1.2358	2.1670	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	TERMOYUMBO  YUMBO 3 115 kV	115.0	0.52	912	912	912	0.0723	0.4534	3.6730	0.3733	1.2358	2.1670	Str		0.00	01/01/1979		No	
CELSIA COLOMBIA S.A. E.S.P.	TERMOYUMBO  YUMBO 4 115 kV	115.0	0.52	912	912	912	0.0723	0.4534	3.6730	0.3733	1.2358	2.1670	Str		0.00	24/07/2008		No	
CELSIA COLOMBIA S.A. E.S.P.	TULUA  ZARZAL 1 115 kV	115.0	37.90	530	530	530	0.1712	0.4878	3.4114	0.4286	1.4211	2.1418	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	TULUA  ZARZAL 2 115 kV	115.0	37.90	530	530	530	0.1712	0.4878	3.4114	0.4286	1.4211	2.1418	Str		0.00	01/01/1983		No	
CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S A S	SANTA ROSA  TSANTA ROSA 1 115 kV	115.0	12.80	589	589	589	0.1932	0.4110	2.7600	0.3407	1.2600	2.1170	Cnx		0.00	01/01/1975		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ARMENIA  LA ROSA 1 115 kV	115.0	39.01	500	530	600	0.1735	0.4287	3.8193	0.5655	1.5438	1.9265	Str	ACSR, LINNET	336.4 MCM	01/01/1985		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ARMENIA  REGIVIT 1 115 kV	115.0	4.04	500	530	600	0.1740	0.4907	3.3960	0.5192	1.4609	2.1810	Str		0.00	01/01/1985		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	CARTAGO  TPAPELES NACIONALES 1 115 kV	115.0	4.30	530	530	640	0.1737	0.4740	3.4697	0.4537	1.6298	1.9576	Str	ACSR, LINNET	336.4 MCM	01/01/2000		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	DOSQUEBRADAS  LA ROSA 1 115 kV	115.0	4.36	530	530	689	0.1738	0.4749	3.4946	0.4595	1.6208	1.9885	Str	ACSR, LINNET	336.4 MCM	27/12/1999		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	DOSQUEBRADAS  PAVAS 1 115 kV	115.0	11.98	530	600	640	0.1737	0.4696	3.4794	0.4600	1.6338	1.9614	Str	ACSR	336.4	09/04/2011		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA (ISA)  ESMERALDA (CHEC) 3 115 kV	115.0	1.63	452	618.5	560	0.1450	0.4710	3.3290	0.7050	1.7510	1.4400	Str		0.00	02/08/2019		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  INSULA (CHINCHINA) 1 115 kV	115.0	12.02	530	530	689	0.1743	0.4909	3.3930	0.5367	1.3570	2.2390	Str	ACSR, LINNET	336.4 MCM	01/01/1970		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  IRRA 1 115 kV	115.0	21.92	400	530	480	0.1745	0.5001	3.3180	0.5785	1.2930	2.1647	Str		0.00	01/01/1981		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  LA HERMOSA 1 115 kV	115.0	26.80	530	530	689	0.1743	0.4909	3.3931	0.5357	1.3570	2.2390	Str		0.00	02/11/2018		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  LA HERMOSA 2 115 kV	115.0	26.80	530	530	689	0.1743	0.4909	3.3931	0.5367	1.3570	2.2390	Str		0.00	02/11/2018		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  MANIZALES 1 115 kV	115.0	26.03	530	530	689	0.1743	0.4909	3.3931	0.5367	1.3570	2.2390	Str	ACSR, LINNET	336.4 MCM	01/01/1970		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  SAN FRANCISCO 1 115 kV	115.0	2.12	250	530	300	0.1736	0.4392	3.7780	0.5381	1.4688	1.9647	Str	ACSR, LINNET	336.4 MCM	01/01/1968		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  SAN FRANCISCO 2 115 kV	115.0	2.12	250	530	300	0.1736	0.4392	3.7790	0.5634	1.4381	2.0498	Str	ACSR, LINNET	336.4 MCM	01/01/1968		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  SAN FRANCISCO 3 115 kV	115.0	2.12	250	530	300	0.1736	0.4392	3.7781	0.5381	1.4688	2.0066	Str	ACSR, LINNET	336.4 MCM	01/01/1968		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	ESMERALDA  VITERBO 1 115 kV	115.0	14.24	200	530	240	0.1746	0.5014	3.2792	0.5715	1.3142	2.1957	Str	ACSR, LINNET	336.4 MCM	01/01/1981		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	INSULA (CHINCHINA)  MANIZALES 1 115 kV	115.0	14.06	530	530	689	0.1743	0.4909	3.3931	0.5367	1.3570	2.2390	Str	ACSR, LINNET	336.4 MCM	01/01/1970		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	IRRA  RIOSUCIO 1 115 kV	115.0	23.90	250	661	300	0.1288	0.4895	3.3827	0.5327	1.2731	2.2164	Str	ACSR,PELICAN	477 MCM	01/01/1971		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	IRRA  SALAMINA (CALDAS) 1 115 kV	115.0	27.28	150	530	180	0.1746	0.5023	3.2968	0.5784	1.2871	2.1737	Str	ACSR, LINNET	336.4 MCM	01/01/1982		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA DORADA  PURNIO 1 115 kV	115.0	5.78	500	912	600	0.0723	0.4809	3.4600	0.2466	1.7848	1.9635	Str		0.00	25/02/2015		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA DORADA  VICTORIA (CALDAS) 1 115 kV	115.0	29.14	400	530	480	0.1740	0.5036	3.3198	0.5140	1.5044	2.1679	Str		0.00	01/01/1983		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA ENEA  MANIZALES 1 115 kV	115.0	9.65	500	530	600	0.1737	0.4898	3.3761	0.4425	1.5944	1.9877	Str		0.00	01/01/1985		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA ENEA  PERALONSO 1 115 kV	115.0	11.57	500	661	600	0.1283	0.4857	3.3724	0.4621	1.3281	2.0553	Str	ACSR,PELICAN	477 MCM	01/01/1972		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA HERMOSA  LA ROSA 1 115 kV	115.0	9.12	530	530	689	0.1743	0.4909	3.3931	0.5367	1.3570	2.2390	Str		0.00	02/11/2018		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA HERMOSA  LA ROSA 2 115 kV	115.0	9.12	530	530	600	0.1743	0.4909	3.3931	0.5367	1.3570	2.2390	Str		0.00	02/11/2018		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA HERMOSA  LA ROSA 3 115 kV	115.0	8.01	910	910	1183	0.0713	0.3897	4.3934	0.4746	1.5186	1.9168	Str	ACSR, DRAKE	795 MCM	01/01/1989		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	LA HERMOSA  REGIVIT 1 115 kV	115.0	35.22	500	530	600	0.1743	0.4972	3.3341	0.5769	1.3025	2.1496	Str	ACSR, LINNET	336.4 MCM	01/01/1990		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	MANIZALES  PERALONSO 1 115 kV	115.0	9.56	500	530	600	0.1740	0.4802	3.3872	0.5230	1.4845	2.2566	Str	ACSR, LINNET	336.4 MCM	01/01/1983		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	MANZANARES (CALDAS)  PERALONSO 1 115 kV	115.0	57.48	400	530	480	0.1737	0.4887	3.4048	0.4964	1.5180	2.1257	Str	ACSR, LINNET	336.4 MCM	23/10/1998		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	MANZANARES (CALDAS)  VICTORIA (CALDAS) 1 115 kV	115.0	29.36	300	530	360	0.1739	0.4953	3.3523	0.5169	1.5216	2.1425	Str	ACSR, LINNET	336.4 MCM	01/01/1983		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	PAPELES NACIONALES  TPAPELES NACIONALES 1 115 kV	115.0	1.36	530	530	530	0.1737	0.4490	3.6995	0.5235	1.6173	1.9970	Cnx		0.00	01/01/2011		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	PAVAS  TPAPELES NACIONALES 1 115 kV	115.0	11.06	530	530	640	0.1737	0.4713	3.5324	0.4624	1.6272	1.9677	Str	ACSR	336.4	09/04/2011		No	
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.	TERMODORADA  LA DORADA 1 115 kV	115.0	0.13	250	600	300	0.1735	0.4176	3.9696	0.5794	1.5656	1.8578	Str		0.00	01/01/1995		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	BUCHELY  JUNIN (NARIÑO) 1 115 kV	115.0	85.00	300	900	360	0.0886	0.5073	3.5000	0.4360	1.2820	2.5230	Str		0.00	01/03/2003		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	CATAMBUCO  JAMONDINO 1 115 kV	115.0	26.50	300	450	390	0.1626	0.4814	3.4000	0.4930	1.5060	2.4200	Str		0.00	01/01/1992		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	CATAMBUCO  PASTO 1 115 kV	115.0	12.00	300	450	360	0.1505	0.4929	3.4660	0.7010	2.5420	2.3820	Str		0.00	01/01/1992		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	CATAMBUCO  SAN MARTIN 1 115 kV	115.0	48.00	200	260	260	0.1407	0.4830	3.4660	0.4307	1.7459	2.3820	Str		0.00	29/01/2019		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	EL ZAQUE  SAN MARTIN 1 115 kV	115.0	64.00	200	260	260	0.1478	0.4902	3.4660	0.3845	1.6099	2.3820	Str		0.00	29/01/2019		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	GUAPI  OLAYA HERRERA 1 115 kV	115.0	62.05	476.28	587.5	575.1	0.2110	0.5170	3.2200	0.3870	1.8200	1.9900	Str		0.00	24/08/2019		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	GUAPI  SAN BERNARDINO 1 115 kV	115.0	155.36	476.28	587.5	575.1	0.2110	0.5170	3.2000	0.3870	1.8200	1.9900	Str		0.00	24/08/2019		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	JAMONDINO  PASTO 1 115 kV	115.0	6.00	400	450	450	0.1357	0.4121	2.8000	0.4930	1.5060	2.4200	Str		0.00	01/01/1992		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	JARDINERA  JAMONDINO 1 115 kV	115.0	47.00	300	900	330	0.0886	0.5073	3.5000	0.4360	1.2820	2.5230	Str		0.00	31/10/2018		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	JUNIN (NARIÑO)  JARDINERA 1 115 kV	115.0	67.00	200	900	260	0.0886	0.5073	3.5000	0.4360	1.2820	2.5230	Str		0.00	31/10/2018		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	PANAMERICANA  JAMONDINO 1 115 kV	115.0	57.00	300	450	360	0.1759	0.4605	3.6000	0.4930	1.5060	2.4200	Str		0.00	01/01/1992		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	PASTO  SAN MARTIN 1 115 kV	115.0	41.00	300	330	360	0.1390	0.4813	3.4000	0.3845	1.6099	2.3820	Str		0.00	29/01/2019		No	
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.	RIO MAYO  SAN MARTIN 1 115 kV	115.0	15.00	300	330	360	0.1390	0.4813	3.4000	0.3845	1.6099	2.3820	Str		0.00	29/01/2019		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	AGUACHICA  BUTURAMA 1 115 kV	115.0	1.50	260	670	260	0.1341	0.4843	3.4194	0.4254	1.5449	1.8857	Str		0.00	15/10/2018		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	AYACUCHO  BUTURAMA 1 115 kV	115.0	43.70	480	661	480	0.1205	0.4928	3.3342	0.2885	1.6211	1.6900	Str	ACSR	477	15/10/2018		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	AYACUCHO  CONVENCION 1 115 kV	115.0	37.89	480	530	480	0.1851	0.4869	3.3676	0.4764	1.5475	1.8698	Str	ORIOLE	336.4	05/05/1998		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	BELEN (CUCUTA)  SAN MATEO (CUCUTA) 1 230 kV	230.0	9.20	800	860	860	0.0667	0.5181	3.3370	0.2890	0.9240	2.6960	Uso	ACSR DRAKE	795 MCM	01/01/1984		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	BELEN (CUCUTA)  SEVILLA 1 115 kV	115.0	4.16	300	490	300	0.1859	0.4852	3.4061	0.4626	1.3712	2.0368	Str	OSTRICH	300	01/01/1980		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	BELEN (CUCUTA)  SEVILLA 2 115 kV	115.0	4.16	400	530	400	0.1648	0.4773	3.4545	0.4416	1.3633	2.0524	Str		0.00	01/01/1975		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	BUTURAMA  OCAÑA 1 115 KV	115.0	41.50	480	670	480	0.1341	0.4843	3.4194	0.4254	1.5449	1.8857	Str	PELICAN	477	15/10/2018		No	
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.	CONVENCION  OCAÑA 1 115 kV	115.0	32.51	660	661	660	0.1209	0.4927	3.3617	0.4094	1.3655	1.9414	Str	ACSR HAWK	477 MCM	07/10/2019		No	
