Date,PPPB,ENER,ENER_H,ENER_T,DISPO,DISPO_H,DISPO_T
2018-05-06,73.67388293362161,139217.0,138502.0,715.0,0.8556452118490728,0.849783028258274,0.8721978329744963
2018-05-07,95.0386218027054,164708.0,163993.0,715.0,0.866596106173963,0.8611074429184763,0.8830790841779131
2018-05-08,113.61428096446454,165356.0,162661.0,2695.0,0.8655424317832474,0.8596652133213343,0.8830703320555234
2018-05-09,84.66805277222032,167043.0,166329.0,714.0,0.8628119822796486,0.8556133055054607,0.8830703320555234
2018-05-10,77.12973101016767,166705.0,165991.0,714.0,0.8831292578090774,0.8790699474743012,0.8963035411087189
2018-05-11,71.62871506811989,165150.0,164436.0,714.0,0.8969746192493775,0.890229543122613,0.9167134905214515
2018-05-12,67.24013356827196,154551.0,154551.0,0.0,0.8619164591295312,0.8515893685040568,0.8892557195119817
2018-05-13,67.72761755678509,137360.0,136648.0,712.0,0.8589470776678855,0.8365447875695909,0.9145843617077141
2018-05-14,71.73929430412282,143955.0,143243.0,712.0,0.857490407299009,0.839114811938285,0.9034516620280418
2018-05-15,80.80706285023227,166618.0,165905.0,713.0,0.8968048655778814,0.8958161137395733,0.90255255649495
2018-05-16,74.10139562752197,168767.0,168053.0,714.0,0.8881324081745289,0.8951724572004028,0.8746857988062106
2018-05-17,80.6917148922468,171271.0,170557.0,714.0,0.8824002319000576,0.8905992300204293,0.8662312485777801
2018-05-18,76.59561990560198,169601.0,168886.0,715.0,0.8812337482943292,0.8890708905274964,0.8662400007001698
2018-05-19,69.79629149103285,161311.0,160596.0,715.0,0.8901774623518356,0.8790212283865644,0.9204920443207478
2018-05-20,69.61847918302226,143223.0,142508.0,715.0,0.8908974270427138,0.8805677976853186,0.9194417896339863
2018-05-21,74.40005189066986,164767.0,164053.0,714.0,0.9039614806186645,0.8992244477406305,0.9194441527070315
2018-05-22,69.66242133876992,166526.0,165812.0,714.0,0.9019493387524871,0.8961273074784295,0.9194441527070315
2018-05-23,74.00672310872949,168979.0,168265.0,714.0,0.8609573875059116,0.8357798325584925,0.9259119711530046
2018-05-24,70.8439789963408,169709.0,168995.0,714.0,0.8773533694315372,0.8488589030814596,0.94843118206165
2018-05-25,70.61565452412968,167325.0,166610.0,715.0,0.9060441253987294,0.8896755865254761,0.9484399341840396
2018-05-26,89.68194166702344,158834.0,158119.0,715.0,0.8870539355717972,0.862539705406338,0.9484288189886048
2018-05-27,78.25269397530846,141101.0,140386.0,715.0,0.9175146136762554,0.9060410612296197,0.9484288189886048
2018-05-28,74.54160356632882,162893.0,162178.0,715.0,0.9099541226508764,0.8965083548830387,0.9454498688159195
2018-05-29,69.85067635547962,167959.0,167244.0,715.0,0.8978336162590026,0.8779713101390919,0.9484399341840396
2018-05-30,70.00848913386533,167549.0,166834.0,715.0,0.8909720981779338,0.8819233245474561,0.9160920898317843
2018-05-31,106.451424351702,169945.0,169230.0,715.0,0.851254691974576,0.8510208242939822,0.8556236762414886
2018-06-01,106.1857287582356,169235.0,168520.0,715.0,0.8998551052436554,0.9074551680165616,0.8856347039156995
2018-06-02,69.41124448713003,155556.0,154841.0,715.0,0.9080740586086914,0.9155243025543071,0.8945069929457894
2018-06-03,68.90916677388292,139158.0,138443.0,715.0,0.9072777785026365,0.9076590644241963,0.9103483344711093
2018-06-04,69.32468458573804,143122.0,142407.0,715.0,0.9024624030677796,0.8996191674996058,0.9128514414745575
2018-06-05,71.44874467844045,165226.0,164511.0,715.0,0.9084366838601678,0.9060468784644041,0.917982548267955
2018-06-06,69.35029972870434,169483.0,168768.0,715.0,0.9188885295258665,0.9119881648543572,0.9392677099196555
2018-06-07,69.26213902308902,169821.0,169108.0,713.0,0.9055845932423728,0.9031910237621814,0.9179650440231756
2018-06-08,69.72313839421376,170197.0,169484.0,713.0,0.9156912548853352,0.9193094327240132,0.9129238215267202
2018-06-09,69.18933019268295,159381.0,158667.0,714.0,0.9112971171427289,0.9193752378767345,0.8963886992595704
2018-06-10,68.87384393942604,141645.0,140931.0,714.0,0.9181629153375472,0.9116666977907254,0.9369372822909555
2018-06-11,68.34236456312037,143060.0,142346.0,714.0,0.9338512321421071,0.9111758269217772,0.9912704580860858
2018-06-12,69.26479326270152,167913.0,167199.0,714.0,0.9351927918947042,0.913444919012235,0.9903713525529941
2018-06-13,69.42435868264037,169612.0,168898.0,714.0,0.9267082560276693,0.9009337884559977,0.9912815732815208
2018-06-14,72.39351318082186,170173.0,169459.0,714.0,0.9149814480449118,0.8852073944242286,0.9912815732815208
2018-06-15,78.34693245489018,170362.0,169648.0,714.0,0.935268371718079,0.9142007519572587,0.9912815732815208
2018-06-16,68.47026908063987,158284.0,157570.0,714.0,0.9273523126470661,0.9138086629222942,0.9639638362302858
2018-06-17,67.86276809364072,140708.0,139994.0,714.0,0.9270497811828634,0.9138328211202527,0.9639638362302858
2018-06-18,78.53443713640601,167412.0,166698.0,714.0,0.9099291777615546,0.8927324878260468,0.9560455285406712
2018-06-19,70.18479568271438,168643.0,167929.0,714.0,0.9231436466738493,0.9121527147886114,0.9537349682297958
2018-06-20,72.91351757800857,169084.0,168370.0,714.0,0.894683488925374,0.871067030551376,0.9540850531253829
2018-06-21,70.89622799101672,170539.0,169825.0,714.0,0.8883807759319551,0.8775457256885532,0.9177812494529923
2018-06-22,69.64862993038844,170374.0,169660.0,714.0,0.8805709104186399,0.8795752366317722,0.8884091267132279
2018-06-23,77.99067202979515,161100.0,160386.0,714.0,0.8770401361510471,0.8743289060100854,0.88902816432985
2018-06-24,80.01270088027213,143751.0,143037.0,714.0,0.8900199661462485,0.8849933424156301,0.9073025958795008
2018-06-25,110.04463814156412,165946.0,165232.0,714.0,0.9078845705748584,0.9135163190850357,0.899139228762975
